dataset,split,session,dialog_id,dialog_idx,turn_id,turn_idx,speaker,start,end,emotion_code,emotion,erc_target,utterance,dialog_type,marker_gender
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_F019,39,F,120.03,123.64,exc,excited,True,How exciting. You should have a wedding on the beach.,impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_M020,40,M,121.83,125.14,exc,excited,True,"Yeah, like a big like- A wedding on the beach, that would be nice.",impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_F020,41,F,123.96,125.74,exc,excited,True,"Yeah, at night.",impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_M021,42,M,125.32,134.0075,neu,neutral,True,And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.,impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_F021,43,F,128.06,131.59,neu,neutral,True,"Oh yeah, absolutely, absolutely.",impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_F022,44,F,132.16,136.15,exc,excited,True,How exciting.  You should make her bring all your friends too.,impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_M022,45,M,135.66,145.44,exc,excited,True,I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.,impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_F023,46,F,136.29,144.07,exc,excited,True,[GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.,impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_F024,47,F,144.61,146.41,exc,excited,True,Incredible.,impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_M023,48,M,145.97,150.51,exc,excited,True,I'm going to marry a blue blood. [LAUGHTER],impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_F025,49,F,147.17,150.845,exc,excited,True,"you're a lucky, lucky, lucky man.",impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_M024,50,M,150.58,152.04,exc,excited,True,Will you help me plan?,impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_F026,51,F,151.26,153.9075,exc,excited,True,"Oh, totally. Yeah.",impro,M
IEMOCAP,train,Session1,Ses01M_impro03,16,Ses01M_impro03_M025,52,M,152.1,153.25,xxx,unknown,False,Good.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F000,0,F,9.0256,11.695,neu,neutral,True,You seem kind of down.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M000,1,M,11.5885,13.5675,xxx,unknown,False,I'm just mad.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F001,2,F,13.372,15.225,xxx,unknown,False,How come?,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M001,3,M,15.05,19.23,fru,frustrated,True,It's--I've been trying to find this job I can't get any job.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M002,4,M,19.36,21.4936,fru,frustrated,True,It's not fair.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F002,5,F,21.3952,23.2492,neu,neutral,True,What do you mean?,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M003,6,M,23.0031,31.9779,fru,frustrated,True,"I mean I've been looking for a job for like three years and I can't get a job.  I mean like, it's America, right?  I should be able to get a job.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F003,7,F,31.256,34.4725,neu,neutral,True,There's a lot of people looking for jobs.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M004,8,M,34.1437,46.84,fru,frustrated,True,"I guess.  But three years?  I mean, I like--I went to college even, I mean I didn't finish but I went for like a little bit.  It's not fair, I don't know.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F004,9,F,47.75,50.5,neu,neutral,True,"I don't know, I mean, I just don't think...",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M005,10,M,49.91,63.66,fru,frustrated,True,"I mean I've been sending out my resumes and doing everything I can do but nothing is happening.  You know, it's like I can't and I can't keep living on loans anymore like this.  I'm going to--I mean eventually I'm going to have to pay it back. I'm just kind of freaking out, I don't know.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F005,11,F,63.33,66.63,neu,neutral,True,Did you ever think it might be your attitude that's...,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M006,12,M,65.49,67.92,xxx,unknown,False,"What's my--like what do you mean ""my attitude""?",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F006,13,F,67.45,74.04,neu,neutral,True,"I don't know just sometimes you get kind of... No, I'm not saying that.  I just--",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M007,14,M,69.79,71.78,xxx,unknown,False,Do I have an attitude problem?,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F007,15,F,74.21,77.53,neu,neutral,True,...has anyone ever just said anything like that to you before?,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M008,16,M,76.39,80.53,fru,frustrated,True,"No, well maybe it's because I'm like frustrated 'cause I can't get a job, you know.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M009,17,M,80.55,86.09,fru,frustrated,True,"Like it's really hard to like shake that off when you go into like audition a room or whatever, you know what I mean?",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F008,18,F,84.99,87.2706,neu,neutral,True,"Right, sure.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F009,19,F,87.29,91.63,neu,neutral,True,"But I mean you kind of got to, you got to fake it 'til you feel it, right?",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M010,20,M,91.06,95.765,fru,frustrated,True,"I guess I just getting really hard to fake, you know.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F010,21,F,95.19,103.235,neu,neutral,True,I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M011,22,M,99.19,106.69,fru,frustrated,True,"Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything?",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F011,23,F,104.73,116.885,neu,neutral,True,No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M012,24,M,110.43,112.21,fru,frustrated,True,Yeah.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M013,25,M,116.39,118.58,fru,frustrated,True,I come across angry?,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F012,26,F,118.0,119.79,neu,neutral,True,No.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M014,27,M,119.31,120.59,ang,angry,True,What?,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F013,28,F,120.22,125.24,neu,neutral,True,"Well, you know a little.  If you were to listen to--",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M015,29,M,124.0,129.71,fru,frustrated,True,"Okay.  You're my friend you can tell me stuff.  You can tell me honestly stuff, okay?  Please.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F014,30,F,128.79,131.74,neu,neutral,True,I just don't want you to fly off the handle.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M016,31,M,131.2094,136.86,fru,frustrated,True,"Okay, I'm not flying off the handle I don't think I'm flying off the handle here at all.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F015,32,F,135.94,138.22,neu,neutral,True,You kind of have a short fuse.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M017,33,M,137.35,139.06,fru,frustrated,True,I have a short fuse?,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F016,34,F,138.5,139.99,neu,neutral,True,Yeah.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M018,35,M,139.46,147.2,ang,angry,True,"Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F017,36,F,141.06,145.04,neu,neutral,True,"Like this, right now we're trying have a conversation.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F018,37,F,145.21,153.05,neu,neutral,True,We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M019,38,M,148.38,151.84,xxx,unknown,False,"Well, it's 'cause I can't get a job, okay?",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F019,39,F,153.75,157.795,neu,neutral,True,I can't finish the sentence with you without you jumping in...,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F020,40,F,157.97,160.35,neu,neutral,True,...and you're always right.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M020,41,M,159.77,161.86,fru,frustrated,True,I'm not always right I'm just--,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M021,42,M,161.95,163.61,xxx,unknown,False,fine okay.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F021,43,F,162.17,164.99,neu,neutral,True,You have an excuse for everything.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M022,44,M,164.74,166.5275,fru,frustrated,True,[BREATHING],impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F022,45,F,166.29,172.94,neu,neutral,True,I'm just saying that maybe you should take in some information before you produce more of your own.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M023,46,M,172.34,178.643,ang,angry,True,I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F023,47,F,178.1672,181.0057,neu,neutral,True,[BREATHING],impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F024,48,F,182.2975,183.86,fru,frustrated,True,That's -.,impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M024,49,M,182.88,186.445,fru,frustrated,True,"You know, and like I don't think it's that much to ask. I know.",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_F025,50,F,186.3825,189.6225,neu,neutral,True,"Well, what kind of field are you looking to go into?",impro,M
IEMOCAP,train,Session1,Ses01M_impro04,17,Ses01M_impro04_M025,51,M,189.3,190.8275,neu,neutral,True,That's it.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F000,0,F,2.2687,4.32,neu,neutral,True,Can I help you?,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M000,1,M,3.71,7.82,fru,frustrated,True,"Yes, please help me.  Where is my bag?",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F001,2,F,7.23,9.88,neu,neutral,True,I need a little more information.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M001,3,M,8.06,12.34,fru,frustrated,True,"Where is my bag?  Come on, I've been here for four hours.",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F002,4,F,10.1725,13.7,neu,neutral,True,What- What flight did you come in on?,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M002,5,M,12.53,15.6575,fru,frustrated,True,"Okay, I'm coming in from Atlanta.",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F003,6,F,15.125,16.415,neu,neutral,True,Georgia?,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M003,7,M,15.86,21.15,xxx,unknown,False,"Yes, Georgia.  Good for you I need my bag.  Can you...",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F004,8,F,17.97,22.03,neu,neutral,True,"There's no need for you to raise your voice, sir.",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F005,9,F,22.2,25.06,neu,neutral,True,I've been college educated.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F006,10,F,25.1125,27.86,neu,neutral,True,I speak your language.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M004,11,M,26.1923,31.08,ang,angry,True,Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F007,12,F,30.5125,33.31,neu,neutral,True,I'm just saying you don't need to talk to me like I-,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M005,13,M,31.78,34.83,ang,angry,True,"Listen, shut your smug mouth, okay?  I don't need that.",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F008,14,F,34.42,36.41,fru,frustrated,True,I'm not a child.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M006,15,M,34.85,37.67,ang,angry,True,I've been sitting here for four hours.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F009,16,F,37.4,39.99,xxx,unknown,False,I've been here for sixteen.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M007,17,M,37.715,41.47,ang,angry,True,You people have just been tossing me around like a used hanky.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F010,18,F,40.845,43.1575,xxx,unknown,False,I come here every single day.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M008,19,M,42.835,46.02,ang,angry,True,You work here.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F011,20,F,45.67,49.92,neu,neutral,True,"Details, Details.  Well, anyhow can I--",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F012,21,F,49.92,52.31,neu,neutral,True,so you flew in from Atlanta...,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M009,22,M,51.75,54.53,fru,frustrated,True,My bag from Atlanta.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F013,23,F,53.7075,56.24,neu,neutral,True,Four...Four hours ago.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M010,24,M,54.56,58.79,fru,frustrated,True,It's a little black bag with wheels.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F014,25,F,58.5,60.23,neu,neutral,True,Do you have any i-?,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M011,26,M,58.82,63.4075,xxx,unknown,False,That you wouldn't let me put in the overhead compartment.  You said I had to check it.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F015,27,F,61.48,67.48,neu,neutral,True,I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M012,28,M,63.8375,66.22,xxx,unknown,False,It's a tiny little bag.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F016,29,F,67.51,73.25,neu,neutral,True,I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M013,30,M,72.76,84.05,xxx,unknown,False,"It was right in the middle of five different people.  I had a huge fat lady next me, a crying kid on left I went like can I please get a Bloody Mary, please? Will you bring a Bloody Mary?",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M014,31,M,84.29,91.75,xxx,unknown,False,"Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag?",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F017,32,F,91.41,100.24,neu,neutral,True,"I have some unfortunate news, uh, that your bag isn't going to be--",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F018,33,F,100.24,102.86,neu,neutral,True,--arriving any time soon.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F019,34,F,102.92,106.17,neu,neutral,True,I'm really sorry to tell you this but...,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M015,35,M,105.39,107.46,neu,neutral,True,Okay.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F020,36,F,107.93,114.19,neu,neutral,True,It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M016,37,M,113.68,117.49,xxx,unknown,False,"I'm sorry, wait a minute.  Are you saying I'm not going to get my bag at all?",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F021,38,F,114.19,115.47,neu,neutral,True,...and your future...,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F022,39,F,117.22,118.7,neu,neutral,True,No.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M017,40,M,118.24,120.07,xxx,unknown,False,It's gone.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F023,41,F,119.6225,121.23,neu,neutral,True,Yes.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M018,42,M,121.43,125.61,fru,frustrated,True,Where is it?  Where did it go?,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F024,43,F,125.2,127.13,neu,neutral,True,We've actually...,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M019,44,M,125.71,129.6,xxx,unknown,False,You mean did someone steal it? Do people steal bags?,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F025,45,F,129.24,133.83,neu,neutral,True,They do as matter of fact.  We don't like to publicize it because,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F026,46,F,133.83,136.87,neu,neutral,True,people wouldn't Fly our airline.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M020,47,M,134.9988,137.5,ang,angry,True,Probably people that work for your company huh?,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M021,48,M,137.5,143.35,ang,angry,True,Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F027,49,F,142.65,144.12,neu,neutral,True,What was that?,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M022,50,M,143.52,149.35,ang,angry,True,My computer which has all of my data which I'm collecting right now.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F028,51,F,148.72,150.76,neu,neutral,True,That's unfortunate.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M023,52,M,149.88,156.39,ang,angry,True,Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F029,53,F,155.57,157.29,neu,neutral,True,That's too bad.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M024,54,M,156.46,159.96,ang,angry,True,"Fifty dollars is not going to cover me for my job, okay?",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F030,55,F,158.87,160.93,neu,neutral,True,I wish I could give it to you.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M025,56,M,160.02,167.01,ang,angry,True,Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F031,57,F,161.34,162.59,neu,neutral,True,I wish I-,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F032,58,F,163.69,166.1,neu,neutral,True,That's not - no.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F033,59,F,166.37,167.6,neu,neutral,True,No.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M026,60,M,167.01,173.73,ang,angry,True,It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F034,61,F,173.09,178.46,neu,neutral,True,We have plenty of aggressive searching going on it's not there.  Someone's taken it.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M027,62,M,175.2775,181.46,ang,angry,True,"Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M028,63,M,181.495,186.82,ang,angry,True,I know what you guys do when you're not working you're union people; you just sit around on your ass.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F035,64,F,186.33,190.02,fru,frustrated,True,You know I don't need to take this sort of abuse.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M029,65,M,189.42,198.34,xxx,unknown,False,"Well, I don't need to take this kind of abuse either.  I just was trying get back to Atlanta. I just got home, I just want to get my bag and get my stuff. And keep my job.",impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F036,66,F,192.91,194.75,xxx,unknown,False,That's fantastic.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_F037,67,F,194.9425,201.75,xxx,unknown,False,Then why don't you take your fifty dollars. Get yourself a taxi and go shopping tomorrow.,impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M030,68,M,199.27,200.3975,fru,frustrated,True,[BREATHING],impro,M
IEMOCAP,train,Session1,Ses01M_impro05,18,Ses01M_impro05_M031,69,M,201.2825,203.71,ang,angry,True,Thank you very much.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F000,0,F,10.0955,12.68,neu,neutral,True,You okay?,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M000,1,M,12.4633,16.51,sad,sad,True,"Yeah, I'm just-- yeah",impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M001,2,M,19.1808,22.89,sad,sad,True,"Just kind of feel numb, you know.",impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F001,3,F,23.26,26.3875,neu,neutral,True,What's happened?,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M002,4,M,25.7888,30.0906,sad,sad,True,You didn't even hear?,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M003,5,M,31.76,35.36,sad,sad,True,[BREATHING] Umm.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M004,6,M,36.11,40.0,sad,sad,True,God I've told this story so many times. Umm.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F002,7,F,39.43,41.75,neu,neutral,True,You don't have to if you don't want to.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M005,8,M,41.22,44.6825,sad,sad,True,I just...I just basically lost someone that was really close to me.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M006,9,M,46.41,61.99,sad,sad,True,"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F003,10,F,61.86,64.65,sad,sad,True,I'm sorry to hear that.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M007,11,M,63.63,67.63,sad,sad,True,"He kind of didn't have anyone to take care of that for him, so--",impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F004,12,F,67.277,70.12,sad,sad,True,You've been taking care of it all?,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F005,13,F,70.205,72.2704,sad,sad,True,Oh Jesus.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M008,14,M,71.79,76.0581,sad,sad,True,It's just really...really messed up.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F006,15,F,76.5016,79.03,sad,sad,True,He sick for awhile?,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M009,16,M,79.2956,82.6661,sad,sad,True,No.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M010,17,M,83.7526,87.234,sad,sad,True,Just like it.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F007,18,F,87.2562,89.47,neu,neutral,True,Was it an accident?,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M011,19,M,89.295,95.89,sad,sad,True,"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F008,20,F,94.62,96.52,neu,neutral,True,how was sick?,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M012,21,M,96.5029,97.96,sad,sad,True,What?,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F009,22,F,97.45,101.42,neu,neutral,True,"Well, I'm confused.  He was sick or it was an accident?",impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M013,23,M,100.6075,105.74,sad,sad,True,"He was sick. He got sick. He got sick but it happened really, really fast, you know.",impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F010,24,F,101.5,105.8675,neu,neutral,True,Oh. Really fast? Oh.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M014,25,M,105.84,109.16,sad,sad,True,It was kind of like boom... done,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F011,26,F,107.02,108.56,neu,neutral,True,Yeah.,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_M015,27,M,109.59,114.61,sad,sad,True,It's just really weird because he was really young you know and it kind of like...,impro,M
IEMOCAP,train,Session1,Ses01M_impro06,19,Ses01M_impro06_F012,28,F,112.615,113.9775,neu,neutral,True,Yeah.,impro,M
