dataset,split,session,dialog_id,dialog_idx,turn_id,turn_idx,speaker,start,end,emotion_code,emotion,erc_target,text,dialog_type,marker_gender,intensity_mean_db,intensity_std_db,pitch_mean_hz,pitch_std_hz,pitch_range_hz,articulation_rate_syll_per_s,hnr_mean_db,audio_path,audio_exists
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F003,5,F,22.32,24.6667,xxx,unknown,False,When?,script,F,55.257670709251,6.5378739900479745,229.32389107124402,31.7309877964096,130.0924660998256,1.1755413919144795,7.736754810144156,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F003.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M002,6,M,24.8,35.9971,neu,neutral,True,Four o clock this morning.  I heard a crack and I woke up and looked out.  He was standing right over there when it cracked.,script,F,58.97269602024725,8.228926788227287,116.58736334025902,10.476542265266746,56.36562574584062,2.411346725982819,9.644919563776355,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M002.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F004,7,F,35.3799,39.09,xxx,unknown,False,What was he doing out here at four o clock in the morning?,script,F,54.656605599393686,6.477882778314966,179.7439800966284,33.91027617809233,186.5787723017975,4.043058573811089,7.3165396010887696,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F004.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M003,8,M,38.66,40.53,neu,neutral,True,I don't know.,script,F,52.17732488113271,5.493502764796734,91.67112509734073,6.351020070613518,23.254893639282614,2.13903743315508,4.997254147855052,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M003.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F005,9,F,40.02,44.9688,neu,neutral,True,"He's dreaming of him again, walking around.",script,F,50.94352259008035,5.610548558719174,150.39791463702528,21.25881421170422,127.63664954213932,3.0310301713794976,7.2846371348051555,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F005.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M004,10,M,44.55,47.23,neu,neutral,True,I guess he is.,script,F,50.62466788516055,5.006178051634867,153.5900513382066,86.23551570953711,263.0944711318364,4.850746268656716,6.016966795476209,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M004.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F006,11,F,46.95,52.32,xxx,unknown,False,It's getting to be just like after he died.  What's the meaning of that?,script,F,56.16599877227625,7.7925469550576585,167.302804826774,23.7168537800817,113.64644626042387,3.7754845205134657,8.644470510004949,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F006.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M005,12,M,51.43,59.55,fru,frustrated,True,"I don't know the meaning of it.  But I know one thing, Mom, you've made a terrible mistake with father.",script,F,58.21522198598164,8.109251526845341,120.30277959577093,29.98683399354397,358.09752645300085,3.189580703036746,9.856051368738507,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M005.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F007,13,F,58.95,60.88,xxx,unknown,False,What?,script,F,55.707593847708345,6.656513999128316,202.29840751131474,83.1159661897718,268.7850949494481,0.7980845969672786,6.662241613471789,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F007.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M006,14,M,62.1628,68.25,xxx,unknown,False,"Being dishonest with him, you know.  This kind of thing always pays off and it's paying off.",script,F,64.16007143608796,10.149315470148807,130.34935439146847,35.72093709957033,204.80220005892068,3.6157024793388435,10.390788528391173,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M006.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F008,15,F,67.6,70.67,xxx,unknown,False,What do you mean dishonest?,script,F,57.10299316848415,8.32763413797385,204.60626822876563,58.10569584284894,210.86057356368903,2.9315960912052117,11.284603843011949,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F008.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M007,16,M,70.0764,78.8718,neu,neutral,True,You know Larry is not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,script,F,64.23417519324748,10.585155513270747,136.26756512367535,29.04924559064824,133.04275619598093,4.114420062695924,12.019885339000272,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M007.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F009,17,F,78.3648,81.5611,fru,frustrated,True,What do you want to do?  Argue with him?,script,F,57.346142442357376,7.963621703568211,161.18442644460433,14.976022784361863,58.37600082465417,5.798969072164948,10.151227413986327,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F009.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M008,18,M,81.4068,89.4307,fru,frustrated,True,I don't want to argue but it's time he realized that nobody believes Larry is alive.,script,F,62.170750509913304,9.713525454565012,126.30842324425815,23.96282817622937,170.36730426486082,3.5714285714285716,10.77949883896893,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M008.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M009,19,M,89.7172,101.38,fru,frustrated,True,"You know?  Why shouldn't he walk the nights thinking of him, dreaming of him?   Do we contradict him?  Do we say, we don't have any hope anymore?  That we haven't had any hope for years now?",script,F,68.53429400407367,11.583130514554295,154.01078235747715,31.643172661125213,140.63069967312165,5.283505154639176,13.41745138517034,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M009.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F010,20,F,100.14,102.3482,fru,frustrated,True,You can't say that to him.,script,F,55.71092991298845,6.529019760373151,156.42671797140878,23.680808888358523,82.40373968647155,3.6228807562763574,6.060260773284905,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F010.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M010,21,M,102.1,104.72,neu,neutral,True,We've got to say it to him.,script,F,58.31378266553578,8.38152667439436,171.9200210275423,71.73291259821808,327.2647747473179,3.1413612565445024,6.789893844746854,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M010.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F011,22,F,104.29,108.7408,fru,frustrated,True,Where's the proof?  Do you have any proof?,script,F,63.248495462729494,10.659198612708275,235.55806118644975,87.48132983518605,358.9102291481143,4.664179104477611,11.02497250842045,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F011.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M011,23,M,108.1897,118.47,fru,frustrated,True,"For God's sake, three years?  Nobody comes back after three years; that's insane.",script,F,58.25291453104328,8.20650929363842,132.41930901203244,30.79647900743586,381.37954306132843,3.7680476802956466,10.710290881285298,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M011.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F012,24,F,117.8228,129.51,fru,frustrated,True,"To you it is, to me it is, but to your father, you can talk yourself until you are blue in the face.  But there is no grave and there is no body, so where are you?",script,F,62.913391674215305,10.16705320806675,185.84798252387577,49.14277566906837,234.1143477257117,4.454342984409799,11.202699094735946,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F012.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M012,25,M,130.76,134.59,neu,neutral,True,"Sit down, Mom.  I want to talk to you.",script,F,52.95765484726968,6.342850901896341,116.5426858589612,55.341900244606535,277.15941367646127,2.8721095318135084,6.79103620471873,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M012.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F013,26,F,134.01,141.95,xxx,unknown,False,"It's that the trouble is those God damn newspapers.  Every month some new boy comes back and so the next one is going to be Larry, they just--",script,F,72.28661747828545,11.449765775100811,241.74733423248009,63.99209356342745,410.830110634479,5.121229094982795,10.585280112389807,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F013.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M013,27,M,141.05,149.75,fru,frustrated,True,"All right, all right, all right.  You know why I asked Annie here, right?",script,F,61.29358648237354,9.036085439854482,129.8956764030859,39.61858915088938,178.79409466661454,2.9623556016954193,9.900304639448366,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M013.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F014,28,F,150.27,152.6736,fru,frustrated,True,Why?,script,F,53.23651882873425,6.052428479972849,162.32940571207203,44.57092706593006,180.6223892399005,2.0801913776067398,4.688343651340349,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F014.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M014,29,M,153.886,155.8699,neu,neutral,True,You know.,script,F,52.88057567871861,5.791777826614774,116.63286040889305,10.447562336245916,42.251052167725305,4.032512129040388,7.097826055736177,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M014.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F015,30,F,156.1786,160.67,neu,neutral,True,"Well I got an idea, but what's your story?",script,F,56.60878516848565,7.747885185182278,140.71110595760516,18.747173757000912,125.97399127534437,3.20693190665978,6.415299091512274,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F015.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M015,31,M,161.998,165.3487,neu,neutral,True,I'm going to ask her to marry me.,script,F,53.82512420914967,6.760942594181686,122.64273104239146,74.27097967441232,383.15984746432264,2.9845734857952957,10.06186670808876,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M015.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F016,32,F,165.6573,169.559,xxx,unknown,False,"Well that's only your business, Chris.",script,F,68.91042474353583,13.180580911951019,231.5151148322771,39.201654945539474,160.41998335712535,5.739795918367347,12.782388347685766,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F016.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M016,33,M,169.7574,172.18,neu,neutral,True,You know it's not just my business.,script,F,58.7870818266413,8.449201297370298,120.77545812384982,23.01421301235908,107.72260631712096,3.580047627419329,6.0465275672048815,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M016.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F017,34,F,171.63,175.49,xxx,unknown,False,Well what do you want me to do?  You're old enough to know your own mind.,script,F,69.51595731707171,12.705382065049442,180.5294584999106,37.173930993811574,130.08251029300686,6.205673758865248,11.362920011650449,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F017.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M017,35,M,174.7833,177.72,neu,neutral,True,"So all right then, I'll just go ahead with it?",script,F,61.669818262285816,9.826772734209701,152.78374213831432,51.96064735917308,268.583473485294,4.023449164662801,9.740958236319793,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M017.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F018,36,F,176.96,179.75,xxx,unknown,False,Well you want to make sure that your father is not going to --,script,F,59.75634456713802,7.912028408861761,151.88640447336445,28.590319916479505,132.58059397980173,4.9281314168377826,6.746322348364844,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F018.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M018,37,M,179.28,181.9475,fru,frustrated,True,Then it's not just my business.,script,F,66.35392673515693,10.875751713478207,155.00178725056094,47.80492521068468,138.75822778475649,4.385964912280701,8.684180501223947,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M018.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F019,38,F,183.98,186.05,xxx,unknown,False,I'm just saying.,script,F,61.87520881331807,9.444362553075663,192.93380113713016,16.594046162809047,71.98772801618082,4.085801838610829,7.216103306540676,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F019.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M019,39,M,185.03,195.28,ang,angry,True,"You know sometimes you infuriate me.  you know that?  Isn't it your business if I tell father and he throws a fit about it?  God, you have such a talent for ignoring things.",script,F,69.76487522138999,11.501095169129199,176.36256412227036,36.77451479513582,196.3030947898503,4.845874276484049,11.984130472047148,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M019.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F020,40,F,194.06,198.91,xxx,unknown,False,Oh.  I ignore what I got to ignore.  That girl is Larry's girl.,script,F,74.74038293342059,8.007174374110212,218.3646391228937,58.83262957477972,272.57821006821877,4.742268041237113,9.337069185356556,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F020.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M020,41,M,197.6,199.7475,fru,frustrated,True,She's not Larry's girl.,script,F,73.92190230483737,11.654361484653055,225.14717805468496,53.41660251657679,223.95528171107267,3.436979754041136,9.145722956115351,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M020.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F021,42,F,205.16,215.17,fru,frustrated,True,"From your father's point of view, he is not dead and- Chris he still thinks he's still alive.  The girl is Larry's girl.",script,F,69.15274310270838,12.593963354794395,246.16242366478062,72.43634514260984,331.16177097088973,4.039168280877548,10.455248515407941,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F021.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F022,43,F,219.04,223.82,fru,frustrated,True,"Now you can go on from there if you know where to go, but I'm telling you, I don't know where to go.",script,F,69.84461827102339,13.001710671074997,199.98490218003963,54.52603151011183,256.7170882770598,5.890052356020942,9.429022448467052,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F022.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M021,44,M,224.7,236.05,fru,frustrated,True,"I don't know why it is, but every time I reach out for something I have to pull back because I am afraid other people will suffer. My whole bloody life, time after time.",script,F,66.30031128581076,10.803008396871602,152.99286641922262,47.08451100225948,261.99862941785193,5.089726307920489,11.173754454494874,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M021.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F023,45,F,235.2,238.56,fru,frustrated,True,"You're a considerate fellow, there's nothing wrong in that.",script,F,66.12509461229516,7.531683319911071,283.76444591426264,105.14383060448304,349.7557683307857,3.869047619047619,10.539469423957469,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F023.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M022,46,M,237.8,240.429,fru,frustrated,True,To hell with that.,script,F,64.88102394672843,10.973919591657868,178.49645864867503,53.362355715395516,213.57174294962198,3.5635735961468855,7.464478551049239,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M022.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F024,47,F,241.3769,245.1904,fru,frustrated,True,I just don't see why.  Have you asked Annie yet?,script,F,62.72402247726817,10.492448695087408,222.7704051478606,44.28970046190038,332.4206349786426,4.770992366412213,10.42451178616458,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F024.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M023,48,M,245.2786,247.57,neu,neutral,True,I wanted to get this settled first.,script,F,61.956710178181034,9.499749020011611,142.53407525203772,59.422114517463655,363.71332320120894,3.764705882352941,7.73473007237883,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M023.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F025,49,F,246.8,251.4508,fru,frustrated,True,Well how do you know she's going to marry you?  Maybe she feels the same way your father does.,script,F,72.37230468614464,13.667329580500631,356.39286683154944,68.5057002061464,271.497537595441,5.774456521739131,14.07260315717632,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F025.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M024,50,M,251.2965,261.05,neu,neutral,True,"Well if she does, then that's it.  That's the end of it.  From her letters, though, I think she's pretty much forgotten him.",script,F,61.329343674704944,9.314652879452723,127.83437718080214,21.627971057182936,101.2829497985553,4.843173431734319,9.965639179721506,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M024.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M025,51,M,262.65,267.2119,neu,neutral,True,And then we'll thrash it out with father.  Okay Mom?  Don't avoid me.,script,F,64.20703120498527,10.385772908309107,135.02750679790955,17.98383249004757,75.75683465486983,4.539106145251397,9.836693617958016,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M025.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F026,52,F,266.83,270.73,fru,frustrated,True,The trouble is you don't see enough women.  You never did.,script,F,60.79851041580853,9.103979631775976,167.4142666399508,72.2099782133899,403.26492635813486,4.4280953424278415,7.635242842007461,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F026.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M026,53,M,269.73,274.6626,fru,frustrated,True,So what.  I'm not fast with women.,script,F,60.97178478107867,8.194127663003865,135.2034148183512,27.89384712691855,110.23189226883733,3.154263183834401,8.64891988394746,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M026.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F027,54,F,274.1997,277.21,fru,frustrated,True,Why does it have to be Annie?,script,F,61.719757523463805,9.742810347129168,224.86961893143936,72.77740905945127,344.2219135882598,3.729386399393974,9.707710806917017,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F027.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M027,55,M,276.24,278.3659,fru,frustrated,True,Because it is.,script,F,62.50402956690322,9.404684253712967,162.5248994005446,36.67763201713446,155.56209888674132,5.239137998076254,8.988180111285066,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M027.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F028,56,F,278.15,282.59,fru,frustrated,True,Oh that's a great reason.  It's no reason at all.,script,F,63.960716560347365,10.607418182651049,158.8158315726262,38.24720105433263,324.9595421847173,4.137975624737336,11.181326075838662,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F028.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M028,57,M,281.57,283.89,fru,frustrated,True,I don't know.,script,F,65.70297288770888,8.533851609847389,219.88136199854569,97.90773413909154,370.54574289482156,2.5862765699506993,8.973388642861604,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M028.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F029,58,F,282.73,286.92,fru,frustrated,True,"You haven't seen her since you went away to war, it's been five years.",script,F,69.3075255024932,9.558684996560501,251.66783031969487,88.44877939739618,397.8016461818934,4.7982359426681365,10.925791116974677,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F029.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M029,59,M,285.96,296.03,fru,frustrated,True,"I can't help it, I know her best.  I was brought up next door to her, you know?  These years when I think of someone for my wife, I think of Annie.",script,F,67.11391810733863,11.51355530240016,153.55122793280455,30.022296666924756,159.11891045153973,4.266939750810718,11.270482193131148,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M029.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M030,60,M,297.0,300.07,fru,frustrated,True,"Mom, what do you want?  A diagram?",script,F,72.40762260423952,14.13450699561842,221.06973717369263,53.93668920583146,196.53461646652568,5.05050505050505,12.581656358442016,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M030.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F030,61,F,299.31,302.195,fru,frustrated,True,I don't want a diagram.,script,F,53.23794819994217,6.364547948607435,189.7207962008435,89.77928471444558,234.76559452204555,4.15944540727903,3.6609902063446267,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F030.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F031,62,F,304.23,308.98,fru,frustrated,True,He thinks he's coming back Chris.,script,F,57.313296285880675,8.308619260324292,193.81540754487702,41.02089346625648,146.08777543131347,3.7605766217486685,8.647717969060455,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F031.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F032,63,F,309.04,312.7098,fru,frustrated,True,"You marry that girl, you are pronouncing him dead...",script,F,63.90999697556171,11.366815847499174,179.6999182686294,29.294778852385257,149.24710970238223,4.464285714285714,12.644428999618137,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F032.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F033,64,F,312.74,318.2648,fru,frustrated,True,...and then what's that going to do to your father?  Do you know?  I don't.,script,F,67.5842337646856,13.078129040231955,184.3245613549846,40.73227867016556,217.6053876344967,5.29100529100529,10.413349408852497,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F033.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M031,65,M,318.2868,321.98,fru,frustrated,True,"All right, then, Mom. [BREATHING]",script,F,55.64149813795731,7.229118941252707,117.86747899400171,17.94092843763684,80.28611892749832,2.085117474029117,8.62825701429678,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M031.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F034,66,F,323.3348,326.075,neu,neutral,True,Just give it some more thought.,script,F,56.11537094655474,7.596822513460615,198.45937945834288,65.81890017639748,389.34891802495935,4.242183209287351,9.756928440063941,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F034.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M032,67,M,325.73,336.5389,fru,frustrated,True,"I've given it three years of thought.  And I'd hope that if I waited, father would forget about Larry and then we could just have a regular wedding and everyone would be happy.",script,F,70.51178650056299,12.083176866989264,165.60974075608053,29.616580901709327,188.15255438842348,5.570652173913044,12.261072710541084,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M032.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_M033,68,M,336.7373,342.3143,fru,frustrated,True,"But if I can't do that here, I may have to go somewhere else.",script,F,61.108932596096786,8.683000949326921,126.848840628641,29.269568064574973,112.35370206558754,4.046762589928058,9.401326583727492,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_M033.wav,True
IEMOCAP,train,Session1,Ses01F_script01_1,7,Ses01F_script01_1_F035,69,F,341.97,344.8052,ang,angry,True,What the hell is this?,script,F,66.95765308364311,12.306464488880572,239.49050166897393,65.8080872744898,270.15166949212687,3.571428571428571,5.341263999103599,/Users/yusuf/Data/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_script01_1/Ses01F_script01_1_F035.wav,True
