split,season,episode,dialog_id,dialog_idx,turn_id,turn_idx,speaker,gender,emotion,utterance,intensity_mean_db,intensity_std_db,pitch_mean_hz,pitch_std_hz,pitch_range_hz,articulation_rate_syll_per_s,hnr_mean_db,intensity_level,pitch_level,rate_level
train,6,23,456,455,10,10,Phoebe,F,neutral,Maybe it was the guy.,62.8896,6.4228,233.4615,41.7449,191.8581,6.1676,8.2723,medium,low,high
train,6,23,456,455,11,11,Chandler,M,anger,It was the ring!,68.1468,6.3024,216.7319,36.604,197.2709,2.5,2.8314,high,high,low
train,1,20,457,456,0,0,Rachel,F,neutral,"No, not that, I mean, what about you and Mindy?",62.2768,8.1416,338.4003,90.1053,320.5029,4.8771,9.902,medium,high,high
train,1,20,457,456,1,1,Barry,M,neutral,"Well, if you want, I'll justI'll just break it off with her.",58.5743,11.0305,234.6018,59.7081,317.6244,5.2218,8.2191,low,high,high
train,1,20,457,456,2,2,Rachel,F,anger,"No. No-no-no-no, no. I mean, don't do that. Not, I mean not for me.",57.2803,9.756,229.1018,53.0099,316.1649,4.092,8.4259,low,low,medium
train,1,20,457,456,3,3,Bernice,F,neutral,"Dr. Farber, Bobby Rush is here for his adjustment.",56.6237,8.6167,201.9498,35.106,169.9582,3.6058,7.4131,low,low,medium
train,1,20,457,456,4,4,Barry,M,neutral,"Thanks, Bernice.  Let's go away this weekend.",56.5916,10.8662,208.541,47.1347,172.6099,5.2374,6.3158,low,medium,high
train,1,20,457,456,5,5,Rachel,F,surprise,"Oh, Barry..! Come on, this is all way too..",60.2259,5.4408,315.4677,50.8871,191.6477,4.3403,13.0997,low,high,medium
train,1,20,457,456,6,6,Barry,M,joy,"We can, we can go to Aruba!",63.4284,5.4387,250.6383,45.4223,166.5965,5.4788,11.2146,medium,high,high
train,1,20,457,456,7,7,Barry,M,sadness,"When I went there on what would have been our honeymoon, it was, uh... it was really nice.",58.8621,9.1488,186.6148,59.884,386.3849,4.6625,7.7737,low,medium,high
train,1,20,457,456,8,8,Barry,M,sadness,You would've liked it.,59.3076,9.9035,202.5982,71.6824,378.5519,5.5473,7.9475,low,medium,high
train,1,20,457,456,9,9,Rachel,F,neutral,I had a bra.,60.3924,11.1915,261.2385,95.1797,385.3845,2.4414,4.4422,low,medium,low
train,1,20,457,456,10,10,Bobby,M,neutral,"Hey, Dr. Farber.",59.5558,8.6772,250.6236,62.7153,198.0364,2.992,9.8664,low,high,low
train,1,20,457,456,11,11,Barry,M,neutral,"All right Miss Green, everything looks fine... Yep, I think we're starting to see some real progress here.",65.0562,6.5755,241.3757,76.8188,384.9976,4.2614,6.5418,high,high,medium
train,1,20,457,456,12,12,Rachel,F,surprise,What?!,60.8196,11.3676,289.6969,16.1375,46.1732,,7.5775,low,medium,
train,1,20,457,456,13,13,Bobby,M,fear,"I'm twelve, I'm not stupid.",61.995,13.6034,216.7374,52.4864,224.2725,2.9221,4.4087,medium,high,low
train,1,22,458,457,0,0,Rachel,F,surprise,Oh my God! What does,58.9933,5.8968,202.0189,85.3023,374.9841,2.2682,4.7824,low,low,low
train,5,22,459,458,0,0,Monica,F,neutral,Oh that's an eye removal machine.,65.2554,9.7125,204.5587,21.7383,102.2042,4.518,9.6372,high,low,high
train,5,22,459,458,1,1,Rachel,F,anger,"All right, I'm outta here!",66.6249,4.8712,318.7567,48.3417,133.1184,1.3021,4.2223,high,high,low
train,5,22,459,458,2,2,Monica,F,joy,I'm kidding! I'm kidding!,66.1344,2.8248,278.3096,50.2649,141.1232,1.8263,-1.3816,high,medium,low
train,5,22,459,458,3,3,Rachel,F,anger,So were done then!,65.218,5.8571,339.2392,101.9546,300.4261,4.2614,6.8838,high,high,medium
train,5,22,459,458,4,4,Dr. Miller,M,neutral,"Almost! But first, we gotta start.",63.2085,8.7329,171.6367,45.3137,198.716,3.2609,4.2592,medium,medium,low
train,5,22,459,458,5,5,Dr. Miller,M,neutral,This is a glaucoma test.,64.3035,7.2812,173.0214,26.9386,115.7208,5.8595,4.4971,medium,medium,high
train,5,22,459,458,6,6,Rachel,F,neutral,Uh-huh.,63.351,5.7215,214.5569,22.9063,97.9945,1.8028,8.5123,medium,low,low
train,5,22,459,458,7,7,Dr. Miller,M,neutral,Sit down.,60.0685,11.4271,186.2568,13.3369,42.0205,1.5958,8.6974,low,medium,low
train,5,22,459,458,8,8,Rachel,F,neutral,Okay.,62.0924,11.3859,243.9484,78.7451,216.3146,2.7573,10.38,medium,medium,low
train,5,22,459,458,9,9,Dr. Miller,M,neutral,"But your chin here.  Now, you'll feel a small puff of air in each eye.",63.301,13.3474,154.6528,26.6231,125.8358,3.7406,9.3714,medium,low,medium
train,5,22,459,458,10,10,Rachel,F,surprise,What?!,60.0484,12.2383,208.8558,24.6988,111.5949,3.9474,5.3549,low,low,medium
train,5,22,459,458,11,11,Monica,F,anger,"A small puff of air, now come on!",64.7925,11.0852,249.8523,79.6773,362.3455,4.1454,4.8198,medium,medium,medium
train,6,1,460,459,0,0,Joey,M,fear,"Sure, now Im scared.",63.5566,6.0509,268.3572,70.3528,143.8949,1.0654,-1.9722,medium,high,low
train,6,1,460,459,1,1,Phoebe,F,neutral,"No, we can go together! Just dont wait too long though, okay? Cause Im outta here sometime before Friday.",62.2278,9.3708,221.088,67.026,384.0895,4.001,10.8916,medium,low,medium
train,6,1,460,459,2,2,Joey,M,fear,"Yeah, but I dont wanna die!",65.013,6.6119,199.5866,32.7313,131.4153,5.0,9.249,high,medium,high
train,6,1,460,459,3,3,Phoebe,F,joy,"No-no, itll be fun! We can come back and we can haunt these guys!",65.2574,1.1099,88.0143,9.9013,28.3722,1.4063,-1.7196,high,low,low
train,3,13,461,460,0,0,Phoebe,F,neutral,"Um, Chandler, Ross, this is Robert.",64.7095,7.1196,254.9178,81.0317,371.8387,4.5363,7.9395,medium,medium,high
train,3,13,461,460,1,1,Chandler,M,neutral,"Oh, hey.",63.5476,9.2426,224.6071,34.625,149.4966,2.4671,5.2804,medium,high,low
train,3,13,461,460,2,2,Robert,M,neutral,Hi.,59.6319,9.3853,199.577,75.6967,263.2981,3.75,8.3019,low,medium,medium
train,3,13,461,460,3,3,Phoebe,F,neutral,"Youve have lipstick right here . Thats okay, its mine, we just kissed.",62.2507,10.4899,227.2974,67.3479,295.9994,4.8732,6.6407,medium,low,high
train,3,5,462,461,0,0,Chandler,M,surprise,Hey!,68.0128,6.1665,201.3829,18.1595,45.4334,,4.2267,high,medium,
train,3,5,462,461,1,1,Joey,M,surprise,Hey!,64.5488,10.1728,172.2439,50.473,138.3066,2.9606,2.65,medium,medium,low
train,3,5,462,461,3,2,Joey,M,neutral,No. Y'know how were always saying we need a place for the mail.,63.166,11.9466,141.8245,51.9251,347.5486,5.1179,8.3392,medium,low,high
train,3,5,462,461,5,3,Joey,M,neutral,"Well, I started building one. But then I decided to take it to the next step.",59.8885,10.9923,170.4454,52.8212,206.5778,4.0377,3.4133,low,medium,medium
train,3,5,462,461,6,4,Chandler,M,surprise,Youre building a post office?,66.2491,5.3931,203.2353,38.3449,145.8374,2.4245,2.9267,high,medium,low
train,3,5,462,461,7,5,Joey,M,neutral,"No, an entertainment unit, with a mail cubby built right in. Its a one day job, max.",62.4705,12.5095,201.6395,69.1192,344.8273,3.7575,5.5689,medium,medium,medium
train,3,5,462,461,8,6,Chandler,M,surprise,Okay.  My word! Those are snug.,65.2754,9.5693,208.3874,79.8344,266.1113,2.4306,4.7247,high,medium,low
train,3,5,462,461,9,7,Joey,M,neutral,"Oh yeah. These are my old work pants, Sergio Valentes.",63.392,10.713,171.4334,54.1184,334.9298,3.5556,7.0481,medium,medium,medium
train,3,5,462,461,10,8,Joey,M,neutral,Power saw kinda got away from me there.,66.4112,8.2284,103.6062,10.4882,35.9596,1.7891,2.4238,high,low,low
train,7,11,463,462,0,0,Rachel,F,joy,Hi!,65.4335,3.2203,238.7209,136.9048,322.5203,0.9973,2.3538,high,low,low
train,7,11,463,462,1,1,Chandler,M,anger,Another cheesecake came! They delivered it to the wrong address again!,63.3437,7.6381,228.0194,42.601,202.4926,4.4222,7.4131,medium,high,medium
train,7,11,463,462,2,2,Rachel,F,neutral,"So just bring it back downstairs, whats the problem?",60.1783,8.036,321.6902,67.6956,335.7828,4.5818,8.2495,low,high,high
train,7,11,463,462,3,3,Chandler,M,sadness,I cant seem to say goodbye.,62.882,8.5057,201.7353,39.5765,176.9369,3.6368,4.4654,medium,medium,medium
train,7,11,463,462,4,4,Rachel,F,surprise,"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?",63.4529,7.7289,335.5058,67.6681,289.5675,4.0179,10.1637,medium,high,medium
train,7,11,463,462,5,5,Chandler,M,anger,Well Ive forgotten what it tastes like okay?!,63.2924,7.002,202.5702,48.1073,186.3219,5.1269,5.4157,medium,medium,high
train,7,11,463,462,6,6,Rachel,F,neutral,It was cheesecake.,65.4488,8.8364,305.4854,75.1336,244.4863,2.3734,2.2358,high,medium,low
train,7,11,463,462,7,7,Rachel,F,neutral,It was fine.,60.3454,10.117,246.9457,81.4629,380.0501,3.0738,8.1418,low,medium,low
train,7,11,463,462,8,8,Rachel,F,surprise,"It had a buttery, crumbly, graham cracker crust, with a very rich yet light, cream cheese filling  Wow!",60.5196,9.9568,258.6418,49.3526,365.1162,3.6142,11.9041,low,medium,medium
train,7,11,463,462,9,9,Rachel,F,joy,My whole mouth just filled with saliva!,63.3763,7.1166,302.4946,68.9217,294.6079,3.4148,4.7946,medium,medium,medium
train,7,11,463,462,10,10,Chandler,M,anger,Yknow what? Forget it!,65.1117,9.8261,212.5175,57.8902,213.2736,2.5862,3.1273,high,medium,low
train,7,11,463,462,11,11,Rachel,F,neutral,Yeah and well drop it off downstairs so that were not tempted.,62.2332,6.0672,293.8671,40.656,262.0518,5.1563,8.4041,medium,medium,high
train,7,11,463,462,12,12,Chandler,M,neutral,Good idea. Where do you want to go to lunch?,64.4569,5.0356,173.7373,30.4217,133.3786,4.8975,8.8221,medium,medium,high
train,7,11,463,462,13,13,Rachel,F,neutral,"Mommas Little Bakery, Chicago, Illinois.",63.19,4.2786,325.092,23.7483,154.1879,5.9336,9.8651,medium,high,high
train,7,14,464,463,0,0,Tag,M,neutral,This ones from me.,59.7759,5.8331,144.3713,17.6583,73.9088,1.5625,4.4312,low,low,low
train,7,14,464,463,1,1,Rachel,F,surprise,Ahh!,61.7311,7.5948,385.6611,92.2403,241.5539,3.0243,4.9924,medium,high,low
train,7,14,464,463,2,2,Tag,M,neutral,"It wasnt on your list, but hopefully youll think its really fun.",60.0953,5.7255,154.9817,36.0373,111.8118,4.1583,4.9726,low,low,medium
train,7,14,464,463,3,3,Rachel,F,surprise,A scooter!,60.6469,8.7673,325.5445,100.2527,422.3578,2.9668,11.0266,low,high,low
train,7,14,464,463,4,4,Ross,M,neutral,Stick to the list. Always stick to the list.,62.8914,6.5098,167.0173,90.8163,296.8041,1.8382,1.4146,medium,medium,low
train,7,14,464,463,5,5,Rachel,F,joy,"No! No-no, I love it. Thank you.",64.1163,7.3826,330.5507,114.0648,392.5116,4.8491,6.7012,medium,high,high
train,7,14,464,463,6,6,Chandler,M,joy,"Okay, open ours next. Open ours next!",61.8525,7.0413,166.036,18.8129,74.2567,3.9062,5.7333,medium,medium,medium
train,7,14,464,463,7,7,Rachel,F,neutral,Okay.,51.931,6.6168,201.0244,17.3349,59.1347,1.5121,3.9094,low,low,low
train,7,14,464,463,8,8,Joey,M,neutral,"Now that youre a couple, we dont get two presents from you guys?",60.4616,5.7633,189.319,89.2189,382.3204,5.1642,6.0793,low,medium,high
train,7,14,464,463,9,9,Chandler,M,neutral,For my last birthday you gave me a,63.6101,7.4482,168.9138,29.1445,123.5586,2.8699,4.721,medium,medium,low
train,7,14,464,463,10,10,Rachel,F,neutral,Okay.,62.8903,5.7954,170.1049,39.972,173.1675,4.2188,2.8627,medium,low,medium
train,7,14,464,463,11,11,Rachel,F,joy,Happy birthday Grandma!,64.5204,9.6094,348.9528,24.2474,128.4733,3.8352,9.9004,medium,high,medium
train,7,14,464,463,12,12,Rachel,F,neutral,Its better to be over the hill  then buried under it.,63.6711,8.6015,372.9053,59.4002,328.3994,4.8649,8.6338,medium,high,high
train,7,14,464,463,13,13,Rachel,F,neutral,All our love Monica and Chandler.,64.5651,5.5061,334.6037,96.4634,408.044,4.7213,7.5907,medium,high,high
train,7,14,464,463,14,14,Rachel,F,joy,"Thats funny, yeah!",67.4966,1.2831,,,,,0.5295,high,,
train,7,14,464,463,15,15,Chandler,M,surprise,No-no-no-no! That was the joke!,67.3714,3.953,348.1679,66.6897,304.905,3.4091,3.4688,high,high,medium
train,7,14,464,463,16,16,Rachel,F,joy,"No, I know! I get it! Its funny!",63.9973,7.0531,383.3941,81.8013,397.973,6.1773,5.7868,medium,high,high
train,7,14,464,463,17,17,Chandler,M,sadness,"No, because youre not a grandmother!",62.8378,4.3659,289.5775,94.4125,295.7709,5.6046,8.7276,medium,high,high
train,7,14,464,463,18,18,Rachel,F,sadness,"No I know, because to be a grandmother you have to be married and have children and I dont have any of those things.",61.39,8.1944,329.6017,62.771,423.2174,4.5909,9.9235,medium,high,high
train,7,14,464,463,19,19,Rachel,F,neutral,Thats why its so funny.,60.788,8.5817,325.8932,64.6713,416.3584,3.9799,9.5503,low,high,medium
train,7,14,464,463,20,20,Monica,F,anger,All you had to do was buy the card!,63.4331,8.7772,285.4416,86.2247,380.633,4.2939,7.4368,medium,medium,medium
train,1,13,465,464,0,0,Phoebe,F,neutral,"Hey, Joey. What's going on?",58.2954,9.6551,287.0424,102.5343,413.0679,4.2492,8.819,low,medium,medium
train,1,13,465,464,1,1,Joey,M,neutral,Clear the tracks for the boobie payback express. Next stop: Rachel Green.,60.3421,7.7283,150.124,38.9063,203.4931,4.0668,6.0316,low,low,medium
train,1,13,465,464,2,2,Monica,F,disgust,Joey!! What the hell were you doing?!,66.3944,6.0827,310.618,87.3409,382.0365,4.6038,4.1224,high,high,high
train,1,13,465,464,3,3,Joey,M,sadness,Sorry. Wrong boobies.,61.2803,8.0187,201.9667,66.3323,364.6991,3.4722,6.3975,low,medium,medium
train,1,13,465,464,4,4,Monica,F,neutral,"Hello, Joey.",64.7315,7.8398,325.593,78.5525,234.3242,3.5377,5.6328,medium,high,medium
train,1,13,465,464,5,5,Mr. Tribbiani,M,surprise,"Oh! ...Hello, dear.",62.0143,6.9936,250.7979,74.2889,223.5732,2.4671,3.0659,medium,high,low
train,1,4,466,465,0,0,Joey,M,surprise,Man. Can you believe he's only had sex with one woman?,57.2121,7.9218,149.7838,60.6593,226.4701,2.9419,7.1197,low,low,low
train,1,4,466,465,1,1,Chandler,M,joy,"I think it's great. Y'know, it's sweet, it's romantic...",56.5458,9.0312,154.1513,50.7804,390.4203,2.4574,6.1658,low,low,low
train,1,4,466,465,2,2,Joey,M,surprise,Really?,59.0741,10.5435,125.2532,28.2657,90.4406,1.8204,6.4692,low,low,low
train,1,4,466,465,3,3,Chandler,M,disgust,"No, you kidding? The guy's a freak..",63.5178,6.9122,156.4933,40.2766,210.0358,2.2022,2.0181,medium,low,low
train,1,4,466,465,4,4,Both,U,neutral,"Hey, buddy.",64.9634,6.8316,242.8033,58.6698,219.9395,3.8423,2.5744,high,medium,medium
train,1,4,466,465,5,5,Receptionist,U,neutral,"Oh, that's attractive.",60.6818,10.8875,214.2498,26.1125,124.9384,3.2895,7.7156,low,medium,low
train,1,4,466,465,6,6,Chandler,M,joy,"Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",62.3253,5.8428,194.1571,69.7901,297.2661,3.8777,3.608,medium,medium,medium
train,1,4,466,465,7,7,Ross,M,disgust,"Fun? Where was the fun? Tell me specifically, which part was the fun part? Where's my puck?",57.1219,9.6542,185.3809,37.8522,163.071,3.9988,8.1548,low,medium,medium
train,1,4,466,465,8,8,Joey,M,neutral,"Oh, ah- the kid has it.",58.2006,10.507,145.277,57.146,332.8016,4.054,6.6351,low,low,medium
train,1,4,466,465,9,9,Ross,M,anger,"The kid...?  Excuse me, uh, that's, that's my puck.",58.6452,9.3901,203.4322,63.6526,377.2596,3.2328,8.9373,low,medium,low
train,1,4,466,465,10,10,Chandler,M,neutral,"You gotta do it, man.",57.1327,11.2848,132.0455,45.5476,258.8915,4.3103,7.6054,low,low,medium
train,1,4,466,465,11,11,Ross,M,anger,"Oh yeah? Well, I'm rubber, you're glue, whatevercan't do it.  Listen, uh- gimme back my puck.",60.9453,8.6573,214.7994,54.4536,359.0728,3.6788,5.4413,low,high,medium
train,1,4,466,465,12,12,Ross,M,anger,"Yes', how about. C'mere. Gimme!",60.1802,9.8793,228.0385,81.8574,301.2399,4.4043,7.1071,low,high,medium
train,1,4,466,465,13,13,Receptionist,U,anger,Hey! Hey! No rough holding in my ER!,66.3727,4.7223,367.1628,75.0933,337.922,5.0951,7.5622,high,high,high
train,1,4,466,465,14,14,Ross,M,anger,GIVE ME MY PUCK!!,65.4941,8.6445,342.555,64.7631,352.2019,2.435,4.4914,high,high,low
train,1,4,466,465,15,15,Ross,M,anger,...Now,62.8703,10.7391,214.4326,60.7355,220.2438,1.9531,3.3213,medium,high,low
train,1,1,467,466,0,0,Rachel,F,joy,"Oh, look, wish me luck!",63.1806,4.5226,397.9578,84.1248,263.5937,3.4722,7.5443,medium,high,medium
train,1,1,467,466,1,1,Monica,F,neutral,What for?,58.4444,9.4274,418.81,56.6976,244.13,1.8382,6.4165,low,high,low
train,1,1,467,466,2,2,Rachel,F,neutral,I'm gonna go get one of those  job things.,62.3968,12.5856,324.9276,54.0053,267.6527,5.322,8.2477,medium,high,high
train,8,20,468,467,0,0,Phoebe,F,neutral,"Oh, I told the stripper to be here at five. Thats good right?",69.5114,6.7029,234.0776,43.8711,259.2699,4.2103,6.7506,high,low,medium
train,8,20,468,467,1,1,Monica,F,anger,You ordered a stripper for the shower?! That is totally inappropriate!,70.1851,6.2613,268.3773,45.8266,199.0526,5.1411,7.1969,high,medium,high
train,8,20,468,467,2,2,Phoebe,F,surprise,What? Hes gonna be dressed as a baby!  Oh hi Mrs. Green!,71.4303,6.0558,287.8924,86.2641,419.0965,3.5353,5.2874,high,medium,medium
train,8,20,468,467,3,3,Monica,F,joy,Hi!,70.8717,5.7417,267.6721,88.4178,419.0429,4.7433,7.4734,high,medium,high
train,8,20,468,467,4,4,Phoebe,F,joy,Im so glad you could make it.,71.7645,1.2698,268.0509,4.2161,13.0996,,11.0261,high,medium,
train,8,20,468,467,5,5,Monica,F,joy,"Yes, thank you so much. And again, were so sorry. We could not feel worse about it.",70.6145,6.9251,204.0144,42.6722,165.177,3.5874,8.1963,high,low,medium
train,8,20,468,467,6,6,Mrs. Green,F,joy,Try. Theres my little girl.,71.2728,7.0971,214.1281,86.4034,405.1413,2.1904,0.832,high,low,low
train,8,20,468,467,7,7,Monica,F,neutral,Shes still mad.,70.4831,7.2422,305.5322,87.3325,334.0569,3.2169,7.3119,high,medium,low
train,8,20,468,467,8,8,Phoebe,F,joy,Yeah I know. Isnt it great? One less person we have to make small talk with.,70.1353,7.1141,251.3654,41.6507,204.1946,4.2613,8.2067,high,medium,medium
train,8,20,468,467,9,9,Monica,F,surprise,"Phoebe, Sandras mad at you too. It-it doesnt bother you?",71.0748,5.6979,321.983,84.4893,409.9926,4.7373,4.5905,high,high,high
train,8,23,469,468,0,0,Rachel,F,neutral,"Oh, thats veryReally very-very okay.",71.2548,8.2034,228.5622,28.7454,172.6987,3.629,9.4515,high,low,medium
train,8,23,469,468,1,1,Marc,M,joy,"Julies cervix is dilated a seven centimeters, thats about four fingers. The doctor let me feel it myself.",70.369,7.6747,233.8261,69.5165,276.1296,3.9915,5.3787,high,high,medium
train,6,23,470,469,0,0,Julie,F,neutral,Have you felt Rachels cervix Ross?,67.6529,3.2122,214.8386,142.9527,368.3408,2.9857,0.0038,high,low,low
train,8,23,471,470,0,0,Rachel,F,disgust,"No, I dont think well be doing that.",72.4784,4.5711,250.0156,95.0611,334.1001,4.8975,7.5064,high,medium,high
train,8,23,471,470,1,1,Ross,M,disgust,Were not gonna do that.,69.6476,3.8631,230.3867,78.6069,314.4722,2.6334,0.3453,high,high,low
train,8,23,471,470,2,2,Julie,F,neutral,"Well, if you like you can feel Rachels and then feel mine to compare.",70.0617,6.7554,309.1187,53.0338,266.6157,3.7637,7.7522,high,high,medium
train,8,23,471,470,3,3,Mrs. Geller,F,neutral,Am I interrupting?,70.0249,6.8812,247.0473,61.4329,200.8202,3.9062,5.1751,high,medium,medium
train,8,23,471,470,4,4,Ross,M,joy,Uh yes! Thank you.,71.2531,7.0169,226.3825,42.4258,130.6685,3.8266,7.0309,high,high,medium
train,8,23,471,470,5,5,Rachel,F,neutral,Oh. Oh wait no.,71.8357,3.478,300.7113,126.2272,364.6931,4.2134,2.1717,high,medium,medium
train,8,23,471,470,6,6,Ross,M,neutral,Later.,68.6921,2.0632,181.6079,19.9229,46.5919,,6.7215,high,medium,
train,6,23,472,471,1,0,Ross,M,neutral,"Oh uh, Im sorry.",63.6108,6.0913,162.9643,1.0314,2.5149,3.0242,-1.7953,medium,medium,low
train,6,23,472,471,2,1,Rachel,F,fear,No Ross! Ross! Ross! My child has no father!,65.0976,7.3295,266.9409,115.9359,336.5861,3.5904,2.606,high,medium,medium
train,9,2,473,472,0,0,Monica,F,neutral,Try feeding her again.,63.9501,6.4042,330.1445,108.6026,340.712,3.7802,11.8735,medium,high,medium
train,9,2,473,472,1,1,Rachel,F,neutral,I already fed her.,66.4422,4.7619,276.0067,56.3573,362.1683,4.1015,6.2971,high,medium,medium
train,9,2,473,472,2,2,Monica,F,anger,"I know, that’s why I said again!",66.4617,4.1023,311.018,104.8041,422.0386,5.1269,5.9068,high,high,high
train,9,2,473,472,3,3,Phoebe,F,fear,"Alright you guys, we can’t turn on each other, Okay?   That’s just what she wants.",65.5046,5.1432,302.2629,80.1884,383.6824,3.4035,3.0688,high,medium,medium
train,9,2,473,472,4,4,Chandler,M,neutral,Hey.,63.4556,3.5819,183.2442,47.3259,123.016,1.9133,-0.8133,medium,medium,low
train,7,19,474,473,0,0,Monica,F,joy,Phoebe! Rachel! Its Monica! I wonder what you could possibly need me for on such short notice!  Oh.,64.6453,11.3143,332.5422,81.1594,402.4735,5.5693,8.1857,medium,high,high
train,7,19,474,473,1,1,Rachel,F,sadness,"Oh Monica, we are so sorry.",59.2851,11.1107,265.0395,67.3649,422.8724,3.2936,7.9131,low,medium,low
train,7,19,474,473,2,2,Monica,F,joy,For what?,59.6953,10.2921,254.4856,61.2938,421.455,3.3,7.8262,low,medium,low
train,7,19,474,473,3,3,Rachel,F,sadness,"Well first, for forgetting to throw you a bridal shower.",59.9672,10.7617,222.8807,64.6183,360.6777,4.009,8.3522,low,low,medium
train,7,19,474,473,4,4,Phoebe,F,neutral,And then for forgetting to invite you to it.,60.1424,9.4241,213.013,25.762,132.1276,4.0409,9.8811,low,low,medium
train,7,19,474,473,5,5,Monica,F,surprise,You al-you already had it?,61.332,8.7314,275.2585,69.893,330.3509,3.9612,8.0251,medium,medium,medium
train,7,19,474,473,6,6,Phoebe,F,neutral,"Well, we called everyone in your phone book and a bunch of people came, but it took us so long to get you here that they-they had to leave.",61.7266,7.8697,260.3842,38.9298,192.6154,5.2244,10.2537,medium,medium,high
train,7,19,474,473,7,7,Rachel,F,sadness,"Yeah, we wanted to throw you a big surprise and a great shower, and now you dont have either.",60.1172,11.9373,280.6863,49.9971,261.6406,4.3058,12.4756,low,medium,medium
train,7,19,474,473,8,8,Phoebe,F,sadness,We ruined everything.,53.3406,8.3132,184.186,20.3068,73.9621,4.1118,10.0262,low,low,medium
train,7,19,474,473,9,9,Rachel,F,sadness,Ugh,50.9946,8.361,208.6393,58.4222,162.7012,,6.7202,low,low,
train,7,19,474,473,10,10,Monica,F,sadness,"Well no, wait a minute, thats not true!",60.3922,10.0241,374.4869,63.3047,234.4117,4.3103,11.6578,low,high,medium
train,7,19,474,473,11,11,Monica,F,joy,"No, what did, that was really sweet.",58.7343,12.5523,374.9926,48.4442,251.4661,5.7339,11.6834,low,high,high
train,7,19,474,473,12,12,Monica,F,joy,And it kinda works out for the best.,60.6935,11.9383,343.2493,66.3556,266.3635,3.7287,8.212,low,high,medium
train,7,19,474,473,13,13,Rachel,F,surprise,"What do you, what do you mean?",54.4905,12.4021,325.7306,34.4386,193.1513,1.0081,13.9831,low,high,low
train,7,19,474,473,14,14,Monica,F,joy,"Well now, I get to spend my shower with the only people I really love!",62.8555,10.5155,307.8938,76.3951,403.4793,4.7893,10.7642,medium,medium,high
train,7,19,474,473,15,15,Monica,F,joy,"I mean, I get all those presents  without having to talk to people I dont even like!",61.0887,11.6272,313.552,77.5236,362.0455,6.0719,7.3114,low,high,high
train,7,19,474,473,16,16,Rachel,F,sadness,Surprise,64.9236,4.1941,209.1681,52.2181,231.9111,2.6042,6.6127,medium,low,low
train,7,19,474,473,17,17,Joey,M,joy,Surprise,62.747,3.7395,339.8287,13.9733,63.1066,2.038,6.816,medium,high,low
train,7,19,474,473,18,18,Rachel,F,neutral,Monica.,67.9539,2.0171,,,,,-1.8724,high,,
train,9,23,475,474,0,0,Monica,F,anger,"I can't believe it's raining again! Oh, it's so unfair!!!",62.2007,5.9648,267.0876,99.4643,359.5375,4.2026,4.3359,medium,medium,medium
train,9,23,475,474,1,1,Phoebe,F,neutral,"Well, on the bright side, now you won't have to see all these paleontologists with their shirts off.",64.3272,8.4195,237.7232,39.4782,211.8557,3.4658,3.2119,medium,low,medium
train,9,23,475,474,2,2,Phoebe,F,neutral,Not you guys.,64.7433,8.719,197.758,60.5971,215.6178,1.9531,1.904,medium,low,low
train,9,23,475,474,3,3,Phoebe,F,joy,You got it going on!,65.2347,6.8011,200.4225,62.3436,281.9219,3.6368,1.2475,high,low,medium
train,9,23,475,474,4,4,Monica,F,neutral,"So, what are we gonna do today?",63.1228,8.059,253.0691,81.139,325.2571,3.936,4.6621,medium,medium,medium
train,9,23,475,474,5,5,Mike,M,neutral,They have a game room downstairs! Ping pong and stuff.,61.8616,8.0403,209.1888,90.041,361.8862,3.7588,4.2918,medium,medium,medium
train,9,23,475,474,6,6,Monica,F,surprise,"Ping pong?  Honey, they have ping pong! Let's play!",61.3189,10.0673,327.566,89.2699,379.0527,4.1667,11.1198,low,high,medium
train,9,23,475,474,7,7,Chandler,M,joy,I don't think so!,60.0979,9.3254,276.7936,67.22,265.0212,3.9179,11.1051,low,high,medium
train,9,23,475,474,8,8,Monica,F,neutral,Why not?,61.0473,8.9989,244.2711,66.9887,342.9011,4.3048,8.9424,low,medium,medium
train,9,23,475,474,9,9,Chandler,M,neutral,"Because you know how competitive you get and well, I say it's cute, others disagree, and I'm lying!",64.4127,7.5013,195.3878,47.1163,391.0106,4.4643,9.1889,medium,medium,high
train,9,23,475,474,10,10,Monica,F,neutral,I'm not always that bad!,64.6756,8.2928,262.7293,66.8624,271.9885,2.9921,6.1695,medium,medium,low
train,9,23,475,474,11,11,Chandler,M,neutral,"Oh,",63.1915,11.7669,260.9111,38.3016,140.0889,4.7467,8.2612,medium,high,high
train,9,23,475,474,12,12,Monica,F,surprise,I punched you...?,61.5003,9.4879,252.1679,32.115,119.764,1.5625,1.8551,medium,medium,low
train,9,23,475,474,13,13,Chandler,M,surprise,And...?,61.851,8.7899,204.5916,16.1289,59.8592,1.1433,10.9115,medium,medium,low
train,9,23,475,474,14,14,Monica,F,surprise,... Phoebe...?,50.95,7.2816,242.4539,18.3496,73.5561,2.259,8.1602,low,medium,low
train,9,23,475,474,15,15,Phoebe,F,neutral,... and...?,63.0136,9.1594,90.9613,0.4583,1.0756,,-1.5738,medium,low,
